easting,northing,vs30,uncertainty,station,q,geology_vs30,geology_stdv,tid,terrain_vs30,terrain_stdv,gid
1571986.15906048,5187509.38006881,212.03627,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566217.38545127,5185871.89315746,193.12628,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566699.95508426,5185855.90802792,180.80817,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1568246.11607281,5186110.84247575,196.24046,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1568876.87400176,5186224.31299276,167.61502,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570057.91945769,5186415.76391333,200.342,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1565528.15554782,5185394.0563309,199.78098,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566147.17555442,5185342.08815832,209.0795,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566967.36698081,5185370.59373763,185.62395,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1568315.84736534,5185778.46877341,174.33195,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1569333.73008489,5184918.31611206,160.8721,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570052.94228357,5185444.13246974,174.48625,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1566939.15755335,5184260.00778285,176.61682,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1567996.25883745,5184203.05361379,163.80719,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1570180.42987527,5183919.71582871,184.84416,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1571049.09768875,5183785.28818578,175.94011,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1572402.81122034,5184236.14519597,212.24277,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1573882.49041898,5183868.81897084,186.20279,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1563017.65410489,5183242.78463948,205.54071,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1567063.90543111,5182738.58109441,217.57079,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1568056.76552197,5183149.95236331,189.98212,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1569038.38602831,5183284.42842322,175.0102,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1569931.29208196,5183305.94381155,175.46123,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1571127.07969992,5183305.97411504,181.4351,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1572011.23715034,5183257.51432634,179.6756,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1572950.11203998,5183603.90194586,198.22249,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1573932.9843191,5183259.55770642,179.88855,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1575099.27443084,5183231.59363784,168.28813,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1576051.3946251,5183311.581922,197.12643,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1563146.88156839,5182508.05733023,225.3846,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1565315.08623704,5182099.77210126,196.90247,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566241.98329215,5182210.75702059,194.0663,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566951.70919042,5182382.21208551,234.88411,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1568237.22940274,5182066.3677011,209.39555,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1569000.43162594,5182222.33118586,175.15967,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1570017.29647337,5181985.95096478,181.90968,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1572072.2392423,5182267.89866531,193.92052,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1573052.35524234,5182263.92526293,194.36453,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1574117.93737055,5182185.98192252,174.83815,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1575020.82887153,5182222.48889074,186.09575,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1566237.77049017,5181166.64825746,205.02385,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1567040.96807548,5181096.69874915,209.74026,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1568019.08926707,5181255.16856808,201.10071,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1569094.92673731,5181216.71750004,212.45985,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570023.31896059,5181176.26174174,178.22583,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1572099.00470182,5181344.75748828,184.15288,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1574013.50155621,5181311.3224175,193.4582,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1577963.42328221,5181214.95939829,177.975,0.200000002980232,NA,NA,NA,NA,255,NA,NA,4
1565352.64429299,5180105.01768912,167.33095,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566417.9724559,5180598.86722699,177.344,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1567358.87995901,5180163.06162539,183.57124,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1567979.38800363,5180280.53752284,161.97495,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1569274.87741641,5180602.95797327,194.67313,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570145.55421953,5180168.65320132,169.15259,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1571020.71210852,5180194.67131509,182.5936,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1571824.39084411,5180400.61636602,202.78473,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1573253.84254079,5179918.84773101,180.94688,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1573943.0593466,5180253.23645741,184.28987,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1559817.51909814,5178618.35290096,245.63452,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1563186.24732932,5179146.29620322,216.77225,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1563593.09743015,5179088.33318659,204.01785,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566353.29469972,5179332.34238242,202.59218,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1567197.47912207,5179161.93606141,181.45425,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1568587.94140115,5179231.45940756,173.18083,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1569140.9822375,5179094.5319445,157.58362,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570047.6231743,5179274.49475468,183.03934,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1571124.45081673,5179317.01506674,174.77376,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1572074.57932477,5179261.06831856,153.29865,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1573958.33562668,5179190.6557898,191.93857,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1574862.21997085,5179357.11717848,190.59962,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1559777.28594328,5178573.86727267,244.03906,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1563830.02824508,5178624.01472353,182.00475,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1565454.94830914,5177826.37689478,224.42552,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1566126.42951308,5178135.28628383,183.78494,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1566998.8480515,5178085.3379993,160.11989,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1567969.73609932,5177800.98337004,177.48816,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1569000.57535646,5178076.91802382,150.79477,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570089.8968843,5178175.92103462,172.86806,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1571130.73731145,5178216.94318537,165.74644,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1572089.10870031,5178241.96739976,170.23106,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1573142.19131131,5178246.00200317,194.69577,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1574007.59520117,5178290.51322333,196.95844,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1575037.68995097,5178076.63157848,177.54152,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1563475.98528029,5176980.61182288,183.82162,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1564067.00501192,5177138.07842467,178.52142,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1565031.61886323,5177602.44427876,200.41577,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566285.65827672,5177209.14321922,185.90192,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1567074.35268522,5177283.14630394,179.78906,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1568173.18210671,5177199.72218851,177.33463,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1569030.60158451,5177130.7838864,170.28088,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570182.14724498,5177233.29017324,192.90164,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570980.57937191,5177339.27978619,164.5333,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1571963.44483218,5177247.3528244,181.6769,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1573029.01866314,5177332.35838983,173.75996,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1573963.89956092,5177220.93575194,196.77559,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1562915.000095,5175873.49881192,181.53586,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1564120.02524831,5176278.90238656,184.4472,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1564533.11080854,5176443.85871183,181.45413,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566043.0683925,5175729.19510599,189.27417,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566804.50783038,5176118.57960195,162.03189,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1567989.54296055,5176277.06886809,155.14278,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1569476.71697772,5176182.1694804,174.45598,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
1570103.96578457,5176303.14872864,240.81691,0.200000002980232,NA,NA,196.45905,0.28294012,13,255.27419,0.65902555,4
1571027.35972601,5176115.26006235,156.58267,0.200000002980232,NA,NA,196.45905,0.28294012,14,302.07278,0.53168344,4
1571626.35380923,5176586.59925287,198.42905,0.200000002980232,NA,NA,196.45905,0.28294012,10,361.86108,0.53872114,4
1572805.38319346,5176648.62015037,164.72057,0.200000002980232,NA,NA,196.45905,0.28294012,6,491.11566,0.68166685,4
1561322.66049711,5174664.86883691,232.82343,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1562703.85190773,5175431.1534286,193.78465,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1563093.46896222,5175158.77375118,201.62637,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1563926.15968755,5175042.35742583,190.59781,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1564889.77821923,5175339.79069094,177.89551,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1566088.07145545,5175301.85972171,169.16005,0.200000002980232,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
1567655.97353713,5175152.98637846,221.14156,0.200000002980232,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
