wkt_geom,easting,northing,vs30,uncertainty,station,q,geology_vs30,geology_stdv,tid,terrain_vs30,terrain_stdv,gid
Point (1759407.40524184005334973 5432579.28240001015365124),1759407.405,5432579.282,218,0.5,467A,3,418,0.25372875,15,220.0589,0.4556925,2
Point (1748882.38846273999661207 5427848.33264780975878239),1748882.388,5427848.333,474,0.2,647A,2,418,0.25372875,255,NA,NA,2
Point (1748797.09240121999755502 5427803.04927515983581543),1748797.092,5427803.049,474,0.2,647D,2,418,0.25372875,10,361.86108,0.53872114,2
Point (1748954.06521810009144247 5427291.40192213002592325),1748954.065,5427291.402,267,0.2,900B,2,261.12537,0.25372875,15,220.0589,0.4556925,2
Point (1749036.27461536996997893 5427622.73991553019732237),1749036.275,5427622.74,250,0.5,900C,3,418,0.25372875,255,NA,NA,2
Point (1748942.15689598000608385 5428769.06420687958598137),1748942.157,5428769.064,250,0.2,907A,2,376.76178,0.25372875,14,302.07278,0.53168344,2
Point (1748786.97233297000639141 5427683.35131589975208044),1748786.972,5427683.351,358,0.2,911A,2,418,0.25372875,10,361.86108,0.53872114,2
Point (1748954.06521810009144247 5427291.40192213002592325),1748954.065,5427291.402,272,0.2,941A,2,261.12537,0.25372875,15,220.0589,0.4556925,2
Point (1748946.8718947300221771 5427751.2568960003554821),1748946.872,5427751.257,323,0.1,FKPS,1,418,0.25372875,255,NA,NA,2
Point (1749605.65599732007831335 5430010.42431875038892031),1749605.656,5430010.424,210,0.1,PIPS,1,418,0.25372875,255,NA,NA,2
Point (1748637.57650758000090718 5429504.8938696701079607),1748637.577,5429504.894,453,0.1,POTS,1,418,0.25372875,2,730.71454,0.7424247,2
Point (1749127.93534163990989327 5426794.65594585984945297),1749127.935,5426794.656,246,0.1,RQGS,1,242,0.25372875,13,255.27419,0.65902555,2
Point (1749133.80125538003630936 5427454.22772120963782072),1749133.801,5427454.228,292,0.1,TEPS,1,418,0.25372875,255,NA,NA,2
Point (1749334.47258226992562413 5429133.86765369959175587),1749334.473,5429133.868,271,0.1,TFSS,1,348.56216,0.25372875,11,691.41766,0.7239429,2
Point (1748934.61604341003112495 5428650.58471671957522631),1748934.616,5428650.585,286,0.1,VUWS,1,395.59198,0.25372875,16,218.11823,0.39540365,2
Point (1749246.26462362008169293 5428760.7099117198958993),1749246.265,5428760.71,244,0.1,CPLB,1,340.61697,0.25372875,255,NA,NA,2
Point (1763209.60825167992152274 5430872.9892619401216507),1763209.608,5430872.989,120,0.1,646A,1,159.1076,0.3545938,13,255.27419,0.65902555,1
Point (1763194.98399524996057153 5430962.30098468996584415),1763194.984,5430962.301,120,0.1,646B,1,159.1076,0.3545938,13,255.27419,0.65902555,1
Point (1763194.98399524996057153 5430962.30098468996584415),1763194.984,5430962.301,120,0.1,646C,1,159.1076,0.3545938,13,255.27419,0.65902555,1
Point (1763234.40635467995889485 5430838.1106778597459197),1763234.406,5430838.111,120,0.1,WDAS,1,159.1076,0.3545938,13,255.27419,0.65902555,1
